name,wikipedia_url
عماد افروغ,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D8%A7%D8%AF_%D8%A7%D9%81%D8%B1%D9%88%D8%BA
سید محمدعلی افشانی,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A7%D9%81%D8%B4%D8%A7%D9%86%DB%8C
اقبال محمدیان,https://fa.wikipedia.org/wiki/%D8%A7%D9%82%D8%A8%D8%A7%D9%84_%D9%85%D8%AD%D9%85%D8%AF%DB%8C%D8%A7%D9%86
اکبر شاندرمنی,https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%D8%B4%D8%A7%D9%86%D8%AF%D8%B1%D9%85%D9%86%DB%8C
سید رحمت‌الله اکرمی,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B1%D8%AD%D9%85%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A7%DA%A9%D8%B1%D9%85%DB%8C
خسرو اکمل,https://fa.wikipedia.org/wiki/%D8%AE%D8%B3%D8%B1%D9%88_%D8%A7%DA%A9%D9%85%D9%84
کهزاد البرزی,https://fa.wikipedia.org/wiki/%DA%A9%D9%87%D8%B2%D8%A7%D8%AF_%D8%A7%D9%84%D8%A8%D8%B1%D8%B2%DB%8C
الله‌وردی دهقانی,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%84%D9%87%E2%80%8C%D9%88%D8%B1%D8%AF%DB%8C_%D8%AF%D9%87%D9%82%D8%A7%D9%86%DB%8C
محمد کاظم امام موسوی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%DA%A9%D8%A7%D8%B8%D9%85_%D8%A7%D9%85%D8%A7%D9%85_%D9%85%D9%88%D8%B3%D9%88%DB%8C
امام‌قلی خان,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%A7%D9%85%E2%80%8C%D9%82%D9%84%DB%8C_%D8%AE%D8%A7%D9%86
محمدعلی امانی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A7%D9%85%D8%A7%D9%86%DB%8C
رستم امیر بختیار,https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D8%AA%D9%85_%D8%A7%D9%85%DB%8C%D8%B1_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1
امیر جلال‌الدین چقماق شامی,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1_%D8%AC%D9%84%D8%A7%D9%84%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%DA%86%D9%82%D9%85%D8%A7%D9%82_%D8%B4%D8%A7%D9%85%DB%8C
لیلی امیرارجمند,https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%84%DB%8C_%D8%A7%D9%85%DB%8C%D8%B1%D8%A7%D8%B1%D8%AC%D9%85%D9%86%D8%AF
امیرکبیر,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%DA%A9%D8%A8%DB%8C%D8%B1
نوشابه امیری,https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B4%D8%A7%D8%A8%D9%87_%D8%A7%D9%85%DB%8C%D8%B1%DB%8C
جهانبخش امینی,https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D9%86%D8%A8%D8%AE%D8%B4_%D8%A7%D9%85%DB%8C%D9%86%DB%8C
عبدالله انتظام,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D9%85
جمشید انصاری,https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B4%DB%8C%D8%AF_%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%DB%8C
زکریا انصاری,https://fa.wikipedia.org/wiki/%D8%B2%DA%A9%D8%B1%DB%8C%D8%A7_%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%DB%8C
علی انصاری,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%DB%8C
محمد اسمعیل انصاری,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D8%B3%D9%85%D8%B9%DB%8C%D9%84_%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%DB%8C
هوشنگ انصاری,https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B4%D9%86%DA%AF_%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%DB%8C
جواد اوجی,https://fa.wikipedia.org/wiki/%D8%AC%D9%88%D8%A7%D8%AF_%D8%A7%D9%88%D8%AC%DB%8C
علی‌اکبر اولیاء,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%A7%D9%88%D9%84%DB%8C%D8%A7%D8%A1
ایرج وحیدی,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D9%88%D8%AD%DB%8C%D8%AF%DB%8C
امیرحسین خان ایلخان ظفر,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%AD%D8%B3%DB%8C%D9%86_%D8%AE%D8%A7%D9%86_%D8%A7%DB%8C%D9%84%D8%AE%D8%A7%D9%86_%D8%B8%D9%81%D8%B1
محمدهادی ایمانیه,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%87%D8%A7%D8%AF%DB%8C_%D8%A7%DB%8C%D9%85%D8%A7%D9%86%DB%8C%D9%87
حجت‌الله ایوبی,https://fa.wikipedia.org/wiki/%D8%AD%D8%AC%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A7%DB%8C%D9%88%D8%A8%DB%8C
اسدالله بادامچیان,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%A8%D8%A7%D8%AF%D8%A7%D9%85%DA%86%DB%8C%D8%A7%D9%86
باقرخان,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%82%D8%B1%D8%AE%D8%A7%D9%86
محمدباقر باقری کنی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A8%D8%A7%D9%82%D8%B1_%D8%A8%D8%A7%D9%82%D8%B1%DB%8C_%DA%A9%D9%86%DB%8C
آرداواز باقومیان,https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%AF%D8%A7%D9%88%D8%A7%D8%B2_%D8%A8%D8%A7%D9%82%D9%88%D9%85%DB%8C%D8%A7%D9%86
ابدال بختیار,https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%AF%D8%A7%D9%84_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1
ابوالقاسم خان بختیار,https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%82%D8%A7%D8%B3%D9%85_%D8%AE%D8%A7%D9%86_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1
جمشید بختیار,https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B4%DB%8C%D8%AF_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1
سلطان مراد بختیار,https://fa.wikipedia.org/wiki/%D8%B3%D9%84%D8%B7%D8%A7%D9%86_%D9%85%D8%B1%D8%A7%D8%AF_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1
عبدالحمید بختیار,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D9%85%DB%8C%D8%AF_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1
عبدالمجید بختیار,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%AC%DB%8C%D8%AF_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1
مجید بختیار,https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1
محسن بختیار,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1
جعفرقلی‌خان سردار بهادر,https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1%D9%82%D9%84%DB%8C%E2%80%8C%D8%AE%D8%A7%D9%86_%D8%B3%D8%B1%D8%AF%D8%A7%D8%B1_%D8%A8%D9%87%D8%A7%D8%AF%D8%B1
شکرالله بختیاری‌پور,https://fa.wikipedia.org/wiki/%D8%B4%DA%A9%D8%B1%D8%A7%D9%84%D9%84%D9%87_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1
میرزا احمدخان نصیرالدوله بدر,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D8%A7%D8%AD%D9%85%D8%AF%D8%AE%D8%A7%D9%86_%D9%86%D8%B5%DB%8C%D8%B1%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%87_%D8%A8%D8%AF%D8%B1
محمدحسین بدیعی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%DB%8C%D9%86_%D8%A8%D8%AF%DB%8C%D8%B9%DB%8C
میرزا محمود خان بروجردی,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AE%D8%A7%D9%86_%D8%A8%D8%B1%D9%88%D8%AC%D8%B1%D8%AF%DB%8C
حبیب برومند,https://fa.wikipedia.org/wiki/%D8%AD%D8%A8%DB%8C%D8%A8_%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF
فروغی بسطامی,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%BA%DB%8C_%D8%A8%D8%B3%D8%B7%D8%A7%D9%85%DB%8C
سعید بشیرتاش,https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D8%A8%D8%B4%DB%8C%D8%B1%D8%AA%D8%A7%D8%B4
حمید بعیدی‌نژاد,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%A8%D8%B9%DB%8C%D8%AF%DB%8C%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF
حمید بقایی,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%A8%D9%82%D8%A7%DB%8C%DB%8C
مهدی بنی‌سلیمان,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%A8%D9%86%DB%8C%E2%80%8C%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86
احمد بورقانی,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%A8%D9%88%D8%B1%D9%82%D8%A7%D9%86%DB%8C
محمدصادق بوشهری,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B5%D8%A7%D8%AF%D9%82_%D8%A8%D9%88%D8%B4%D9%87%D8%B1%DB%8C
علی بهادری جهرمی,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A8%D9%87%D8%A7%D8%AF%D8%B1%DB%8C_%D8%AC%D9%87%D8%B1%D9%85%DB%8C
ابوالقاسم بهبهانی,https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%82%D8%A7%D8%B3%D9%85_%D8%A8%D9%87%D8%A8%D9%87%D8%A7%D9%86%DB%8C
امان‌الله بهبهانی,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%A7%D9%86%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A8%D9%87%D8%A8%D9%87%D8%A7%D9%86%DB%8C
سید عبدالله بهبهانی,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%A8%D9%87%D8%A8%D9%87%D8%A7%D9%86%DB%8C
محمد علی بهجت,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B9%D9%84%DB%8C_%D8%A8%D9%87%D8%AC%D8%AA
سید علیرضا بهشتی شیرازی,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D8%A8%D9%87%D8%B4%D8%AA%DB%8C_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C
علی‌اکبر بهمن,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%A8%D9%87%D9%85%D9%86
امین بیانک,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D9%86_%D8%A8%DB%8C%D8%A7%D9%86%DA%A9
محمد بیرانوندی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%DB%8C%D8%B1%D8%A7%D9%86%D9%88%D9%86%D8%AF%DB%8C
حبیب‌الله بیطرف,https://fa.wikipedia.org/wiki/%D8%AD%D8%A8%DB%8C%D8%A8%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A8%DB%8C%D8%B7%D8%B1%D9%81
روبرت بگلریان,https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%A8%D8%B1%D8%AA_%D8%A8%DA%AF%D9%84%D8%B1%DB%8C%D8%A7%D9%86
واهان پاپازیان (زاده ۱۸۷۶),https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D9%87%D8%A7%D9%86_%D9%BE%D8%A7%D9%BE%D8%A7%D8%B2%DB%8C%D8%A7%D9%86_%28%D8%B2%D8%A7%D8%AF%D9%87_%DB%B1%DB%B8%DB%B7%DB%B6%29
محسن پاک‌آیین,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%BE%D8%A7%DA%A9%E2%80%8C%D8%A2%DB%8C%DB%8C%D9%86
محسن پاک‌نژاد,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%BE%D8%A7%DA%A9%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF
امیرحسین پرتواعظم,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%AD%D8%B3%DB%8C%D9%86_%D9%BE%D8%B1%D8%AA%D9%88%D8%A7%D8%B9%D8%B8%D9%85
محمد پژمان,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%BE%DA%98%D9%85%D8%A7%D9%86
سید مرتضی پسندیده,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D9%BE%D8%B3%D9%86%D8%AF%DB%8C%D8%AF%D9%87
سمیر پورجزایری,https://fa.wikipedia.org/wiki/%D8%B3%D9%85%DB%8C%D8%B1_%D9%BE%D9%88%D8%B1%D8%AC%D8%B2%D8%A7%DB%8C%D8%B1%DB%8C
کمال‌الدین پیرمؤذن,https://fa.wikipedia.org/wiki/%DA%A9%D9%85%D8%A7%D9%84%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%BE%DB%8C%D8%B1%D9%85%D8%A4%D8%B0%D9%86
حسن پیرنیا,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%BE%DB%8C%D8%B1%D9%86%DB%8C%D8%A7
سید صادق پیشنمازی,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B5%D8%A7%D8%AF%D9%82_%D9%BE%DB%8C%D8%B4%D9%86%D9%85%D8%A7%D8%B2%DB%8C
